timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,future_return,target
2021-01-02 08:00:00+00:00,735.12,738.35,728.21,733.84,32631.45363,23913429.6546692,19242,16321.75539,11961031.2691887,0.03692903085141186,2
2021-01-02 09:00:00+00:00,733.84,734.64,723.06,725.41,38970.42653,28452759.3525072,21868,17695.8805,12919218.6355727,0.05930439337753812,2
2021-01-02 10:00:00+00:00,725.24,733.93,723.01,728.47,34642.76548,25241215.6432782,28773,18781.42495,13680298.1511378,0.07340041456751822,2
2021-01-02 11:00:00+00:00,728.55,731.1,727.17,729.7,14020.08545,10224568.2344914,14219,6844.81027,4992334.6282263,0.06734274359325743,2
2021-01-02 12:00:00+00:00,729.7,757.0,728.25,752.38,134011.4756,99797231.548666,76200,76083.23261,56665977.5346926,0.036723464206916745,2
2021-01-02 13:00:00+00:00,752.39,772.8,749.11,770.77,154115.10137,117632404.8519244,81315,82140.77041,62696272.904399,0.018189602605187094,2
2021-01-02 14:00:00+00:00,770.77,771.28,753.0,760.94,88376.02018,67209726.9032913,61696,42650.00418,32438079.1706666,-0.00576918022445938,1
2021-01-02 15:00:00+00:00,760.99,768.99,760.86,768.43,51945.86127,39729575.5874643,29839,25961.84055,19854766.3740489,0.0006767044493318775,1
2021-01-02 16:00:00+00:00,768.45,782.98,764.5,781.94,145618.23911,112613321.9972672,75204,76054.06987,58841368.6521877,-0.012468987390336861,0
2021-01-02 17:00:00+00:00,781.94,784.66,774.04,778.84,74461.65986,58005209.2280071,37564,37485.65234,29198072.9806798,-0.005495352062041103,1
2021-01-02 18:00:00+00:00,778.77,784.39,772.0,780.01,57755.77853,44964505.7396804,35455,29248.51123,22772151.8362655,-0.005384546351969943,1
2021-01-02 19:00:00+00:00,780.0,787.69,776.77,784.79,56561.3149,44330259.1324243,35280,27204.91718,21318132.1211753,-0.009964449088291083,0
2021-01-02 20:00:00+00:00,784.79,785.48,750.12,756.55,122647.19925,94377493.5497807,75393,53605.94972,41265280.6423424,0.02959487145595152,2
2021-01-02 21:00:00+00:00,756.57,771.34,751.2,768.95,69835.76346,53404322.1424283,43118,34805.72812,26624811.3649093,0.004447623382534571,1
2021-01-02 22:00:00+00:00,768.94,774.5,765.06,772.19,21611.26997,16662571.9063766,21420,10338.71571,7972342.1785059,0.0067599943019203135,1
2021-01-02 23:00:00+00:00,772.14,777.73,762.98,774.56,38291.43536,29581204.0226811,34500,19117.03233,14771014.0487357,0.015311919024994847,2
2021-01-03 00:00:00+00:00,774.44,778.86,770.59,775.81,34582.74165,26814528.4883158,28322,17514.73493,13581009.3507985,0.03112875575205276,2
2021-01-03 01:00:00+00:00,775.84,779.0,772.35,776.97,27914.48711,21663976.812176,18434,13437.42457,10429518.9192974,0.029357632855837368,2
2021-01-03 02:00:00+00:00,776.98,781.59,775.48,778.94,23590.90685,18364302.7564584,16621,11896.80884,9261412.8247145,0.049836957917169356,2
2021-01-03 03:00:00+00:00,778.95,779.28,771.47,772.37,28221.24422,21882218.6129955,20077,12413.37832,9625813.7967733,0.05966052539585953,2
2021-01-03 04:00:00+00:00,772.44,778.44,768.71,777.41,34410.73823,26595385.984909,25749,16364.68615,12646986.5002766,0.06214224154564518,2
2021-01-03 05:00:00+00:00,777.34,790.0,776.1,786.42,81521.94162,64068296.001096,48614,42773.76881,33615998.4625383,0.05511050075023527,2
2021-01-03 06:00:00+00:00,786.48,801.92,783.73,799.96,89185.94716,71078337.1139985,49762,50382.7006,40159078.4538332,0.03938946947347377,2
2021-01-03 07:00:00+00:00,799.83,805.74,795.1,799.78,80293.36056,64321773.442542,42957,41124.15979,32952038.2519585,0.09306309235039634,2
2021-01-03 08:00:00+00:00,799.74,819.5,791.5,817.76,92303.75687,74374082.8159851,54372,49586.73285,39969414.2141313,0.11570631970260226,2
2021-01-03 09:00:00+00:00,817.31,825.66,813.0,818.45,95011.06759,77776377.3506155,68843,46145.23589,37779742.4798489,0.12129024375343644,2
2021-01-03 10:00:00+00:00,818.5,829.0,816.49,825.72,82804.3962,68179078.6074162,59098,43534.5101,35856228.3798088,0.1326599815918228,2
2021-01-03 11:00:00+00:00,825.69,832.3,824.01,829.76,64169.17352,53151864.3745482,38952,34925.70692,28929969.5606215,0.12748264558426525,2
2021-01-03 12:00:00+00:00,829.77,835.86,826.38,831.47,55214.58488,45899329.1004987,34400,28350.21151,23572769.3458287,0.10351546056983407,2
2021-01-03 13:00:00+00:00,831.46,888.33,831.46,874.21,180985.66008,156229065.8050751,102310,96475.08061,83183687.3057817,0.054128870637489834,2
2021-01-03 14:00:00+00:00,874.17,921.73,862.3,912.38,261568.37752,235467717.16801196,134274,135940.05812,122329779.7452354,0.03725421425283315,2
2021-01-03 15:00:00+00:00,912.39,920.0,879.52,917.72,200326.60168,180931169.11557728,105075,100710.48857,91012304.9152783,0.03492350608028594,2
2021-01-03 16:00:00+00:00,917.95,978.0,917.72,935.26,323944.90322,309149270.8003091,158877,156025.89467,148896539.8765651,0.06018647221093598,2
2021-01-03 17:00:00+00:00,935.26,958.21,917.0,935.54,218672.998,205758533.11329967,112677,107601.60483,101276146.6804413,0.04568484511618953,2
2021-01-03 18:00:00+00:00,935.65,941.93,888.93,917.54,175928.67663,161117769.7514635,95486,80492.08857,73724816.763779,0.06349586938989038,2
2021-01-03 19:00:00+00:00,917.77,924.11,899.38,921.53,86493.82126,78851087.4107424,72107,43736.94976,39888196.1894138,0.04929844931798222,2
2021-01-03 20:00:00+00:00,921.61,964.33,920.08,946.37,145884.75288,138197487.9737356,94424,75168.56377,71214880.6700934,0.03489121590921096,2
2021-01-03 21:00:00+00:00,946.38,957.87,936.45,949.77,59816.23454,56679305.9770959,42632,29407.78704,27867746.9909858,0.07542878802236319,2
2021-01-03 22:00:00+00:00,949.87,997.9,945.15,991.55,150727.1534,147796416.8041078,99234,82213.17135,80583925.2576589,0.03644798547728323,2
2021-01-03 23:00:00+00:00,991.73,1011.07,955.0,978.28,220030.36048,218064484.35063648,113204,122806.05229,121908270.6574866,0.10825121642065683,2
2021-01-04 00:00:00+00:00,978.33,994.56,954.22,975.8,147491.84724,143669886.3154305,107864,71756.48487,69924992.5266201,0.132404181184669,2
2021-01-04 01:00:00+00:00,975.8,979.0,956.01,966.96,79273.06804,76651917.3368378,69237,39980.6244,38675146.9428582,0.07999296765119546,2
2021-01-04 02:00:00+00:00,966.96,982.33,962.2,979.39,72619.64295,70632066.0624933,47066,41747.14675,40612622.3315663,0.044160140495614675,2
2021-01-04 03:00:00+00:00,979.46,1025.81,977.84,1021.41,133239.30292,133249907.745048,79252,74158.49639,74158807.1855695,-0.05025406056333881,0
2021-01-04 04:00:00+00:00,1021.41,1035.93,1013.75,1027.69,124509.51799,127624075.5292287,102502,65793.18901,67446542.7266268,-0.060952232677169316,0
2021-01-04 05:00:00+00:00,1027.7,1096.0,1016.75,1084.18,222620.92814,235262238.022718,119359,115540.19952,121885345.1089308,-0.09904259440314345,0
2021-01-04 06:00:00+00:00,1084.45,1162.97,1078.59,1105.0,352657.89885,394081443.2542754,179717,182783.90163,204438367.43132156,-0.07739366515837098,0
2021-01-04 07:00:00+00:00,1104.99,1118.89,1012.0,1044.31,296761.70921,315934437.1139781,172259,148353.45053,157969392.7505874,-0.031015694573450436,0
2021-01-04 08:00:00+00:00,1044.3,1078.93,983.88,1022.64,266193.18381,274810884.3023621,145426,131708.17104,136227654.8150073,0.020153719784088198,2
2021-01-04 09:00:00+00:00,1022.64,1029.34,909.0,970.08,384301.29029,372296551.65425193,176280,184117.26598,178509811.153203,0.07208683819891148,2
2021-01-04 10:00:00+00:00,969.94,985.0,890.0,965.05,335379.28615,315129596.4528812,171987,162376.14985,152710626.8969591,0.046733329879280916,2
2021-01-04 11:00:00+00:00,965.28,979.54,933.84,976.8,190237.62721,182067885.35456488,104950,96480.42073,92362829.8158466,0.023208435708435893,2
2021-01-04 12:00:00+00:00,976.97,1031.85,956.12,1019.48,235476.92979,234438840.42330632,132608,119110.73678,118549148.3891805,-0.004208027621924848,1
2021-01-04 13:00:00+00:00,1019.48,1020.0,975.27,1011.92,193603.2006,193008617.91049728,98969,94302.32692,94053059.4317211,0.03000237172899034,2
2021-01-04 14:00:00+00:00,1012.56,1045.0,1001.55,1043.25,197211.31353,201361352.8471544,99890,93946.49144,95953001.7170362,-0.022583273424394923,0
2021-01-04 15:00:00+00:00,1043.26,1058.16,1027.03,1040.01,189054.3704,197078078.11549008,95040,85720.52279,89383822.761408,-0.03251891808732599,0
2021-01-04 16:00:00+00:00,1040.0,1048.0,982.05,1010.15,245057.38225,246341557.4879602,131676,122228.83705,122896192.6475235,0.002544176607434556,1
2021-01-04 17:00:00+00:00,1010.29,1026.56,985.55,999.47,120721.62389,121210654.7796314,85747,58504.71533,58770527.5125449,0.04198225059281424,2
2021-01-04 18:00:00+00:00,999.47,1025.68,998.92,1015.19,84703.58793,85843993.7100484,66214,43155.90413,43737843.1253471,0.07864537672750904,2
2021-01-04 19:00:00+00:00,1015.09,1048.0,1011.41,1042.28,90513.65187,93429568.0979031,56758,48591.68946,50166014.7310196,0.06930959051310581,2
2021-01-04 20:00:00+00:00,1042.16,1049.7,1017.46,1019.69,75599.35887,78269016.7989413,66787,38779.17687,40171046.0612745,0.05762535672606384,2
2021-01-04 21:00:00+00:00,1019.69,1036.7,992.7,1006.19,92442.55568,93386179.1967437,65870,46618.1044,47114327.6641211,-0.00440274699609422,1
2021-01-04 22:00:00+00:00,1006.18,1024.0,1003.2,1012.72,30171.61809,30560645.7315995,37651,16195.18431,16404174.8332328,-0.008511730784422133,0
2021-01-04 23:00:00+00:00,1012.72,1046.54,1001.09,1041.43,85170.04434,87294808.9762531,64753,44388.48192,45517720.7696854,-0.04954725713682151,0
2021-01-05 00:00:00+00:00,1041.45,1134.6,1041.45,1095.03,257412.82599,281827260.95692205,155146,134362.67503,147017515.5840294,-0.07294777312037115,0
2021-01-05 01:00:00+00:00,1095.14,1118.1,1061.92,1114.52,184692.42881,202007876.1421759,128999,91512.70095,100128332.3770084,-0.0996572515522377,0
2021-01-05 02:00:00+00:00,1114.46,1116.72,1068.18,1078.45,114597.83122,124657535.9055152,91678,57070.9568,62078968.6817937,-0.047735175483332615,0
2021-01-05 03:00:00+00:00,1078.47,1087.32,995.0,1001.76,197089.21992,205092803.2682072,128918,89835.67777,93568137.2367131,0.034030107011659316,2
2021-01-05 04:00:00+00:00,1001.75,1030.81,986.0,1004.1,176195.12461,178163533.0298625,137759,87862.29189,88857987.8857276,0.02411114430833572,2
2021-01-05 05:00:00+00:00,1004.05,1024.46,974.45,989.83,158302.30662,158340392.4893953,99019,75919.74595,75977217.4697306,0.05291817786892694,2
2021-01-05 06:00:00+00:00,989.9,1022.41,979.03,1015.15,129414.62655,129829692.1177999,77275,66366.95224,66589733.1399406,0.01363345318425857,2
2021-01-05 07:00:00+00:00,1015.16,1025.0,1000.93,1003.45,61159.42688,61861123.0204618,43010,31859.60217,32233580.0757138,0.020030893417708917,2
2021-01-05 08:00:00+00:00,1003.52,1044.71,1003.51,1026.97,105716.59566,108723594.4153279,75958,54684.39665,56227697.8456949,0.020380342171631094,2
2021-01-05 09:00:00+00:00,1026.97,1050.93,1022.43,1035.85,92325.74596,95941020.1301314,61912,46607.16964,48444768.054547,0.016382680890090207,2
2021-01-05 10:00:00+00:00,1035.85,1042.4,1014.84,1028.31,67592.17946,69564322.0503208,53232,30580.60507,31467687.4684104,0.03649677626396697,2
2021-01-05 11:00:00+00:00,1028.31,1043.86,1024.07,1042.21,58899.65281,60893371.0817369,45671,29088.64624,30077144.3982123,0.03791942122988656,2
2021-01-05 12:00:00+00:00,1042.23,1055.0,1027.27,1028.99,71642.51507,74534502.6971818,74585,35879.04601,37349734.5331925,0.04374192169020108,2
2021-01-05 13:00:00+00:00,1028.98,1041.0,1020.46,1023.55,53808.51617,55628499.3537635,56626,24972.46849,25821382.4797159,0.07110546626935665,2
2021-01-05 14:00:00+00:00,1023.75,1048.23,1001.0,1047.9,115129.67335,117601274.9279434,95907,57965.22669,59259268.4829487,0.048754652161465684,2
2021-01-05 15:00:00+00:00,1047.94,1064.0,1036.0,1052.82,85508.32605,89762300.2900891,74742,41336.6947,43399183.9620472,0.02781102182709283,2
2021-01-05 16:00:00+00:00,1052.83,1084.0,1036.29,1065.84,118170.17042,125638275.660077,83963,58443.8922,62158586.5974416,0.03957442017563628,2
2021-01-05 17:00:00+00:00,1065.85,1084.55,1060.7,1081.73,66686.13785,71375510.3678582,50810,32839.7778,35161356.1464924,0.016482856165586535,2
2021-01-05 18:00:00+00:00,1081.99,1094.86,1070.05,1074.0,102112.30063,110582518.3027619,85450,49253.97389,53352446.9012928,0.006666666666666821,1
2021-01-05 19:00:00+00:00,1074.0,1108.0,1040.0,1096.33,171567.07346,185241878.0775015,109994,82626.15046,89386263.6573975,-0.02235640728612731,0
2021-01-05 20:00:00+00:00,1096.36,1103.84,1077.05,1098.99,71410.9486,77860222.8629942,56767,32971.09337,35964900.7856856,-0.01963621143049521,0
2021-01-05 21:00:00+00:00,1099.0,1103.2,1074.44,1082.1,66771.99769,72868371.9428106,49889,32098.6962,35052140.4144279,-0.006108492745587224,1
2021-01-05 22:00:00+00:00,1082.09,1120.0,1081.94,1108.02,74059.3687,81892729.6940487,59724,41227.50763,45606463.7214946,0.010062995252793305,2
2021-01-05 23:00:00+00:00,1108.18,1115.0,1081.11,1099.56,106730.68277,117161671.2232555,63469,52275.0801,57370954.9538996,0.0020462730546764174,1
2021-01-06 00:00:00+00:00,1100.16,1110.3,1063.23,1081.16,99324.20691,107553418.6498717,70438,47954.37292,51953286.6785223,0.029653335306522477,2
2021-01-06 01:00:00+00:00,1081.01,1086.22,1057.26,1071.82,65497.17409,70150409.5544718,43692,31684.06093,33939777.6811964,0.032440148532402846,2
2021-01-06 02:00:00+00:00,1071.81,1087.0,1071.81,1077.41,48874.82288,52814060.7002006,51589,24672.8538,26664239.5073224,0.030953861575444774,2
2021-01-06 03:00:00+00:00,1077.47,1083.0,1061.0,1075.49,58594.9887,62695049.7239691,44968,30216.59737,32332994.9548603,0.021878399613199484,2
2021-01-06 04:00:00+00:00,1075.49,1135.02,1073.03,1119.17,149574.38791,166305526.4609348,101211,84516.16983,93980509.1525222,-0.003949355325821857,1
2021-01-06 05:00:00+00:00,1119.17,1125.85,1086.37,1101.81,101989.342,112942505.455483,85982,48399.32892,53618329.6627725,0.045443406757971205,2
2021-01-06 06:00:00+00:00,1101.8,1118.69,1097.51,1113.22,69105.85653,76731915.7278859,46025,36147.79942,40148455.3553871,0.027299186144697174,2
2021-01-06 07:00:00+00:00,1113.16,1122.02,1090.72,1106.59,77052.69559,85476951.384003,54853,38332.64796,42548594.2483418,0.025664428559809993,2
2021-01-06 08:00:00+00:00,1106.61,1123.51,1091.11,1110.76,105217.5019,116653607.0682776,59043,54892.35037,60876339.7288893,0.020346429471713057,2
2021-01-06 09:00:00+00:00,1110.85,1112.87,1091.0,1099.02,83293.56815,91674557.1990273,49167,40958.48865,45080573.5934372,0.04082728248803491,2
2021-01-06 10:00:00+00:00,1099.02,1119.5,1097.29,1114.75,66864.59812,74300432.0769256,41327,34189.49544,37984445.6952131,0.05232563355012321,2
2021-01-06 11:00:00+00:00,1114.71,1166.58,1111.01,1151.88,171627.18689,196558886.71996036,115382,97801.27252,112020074.9022815,0.03504705351251847,2
2021-01-06 12:00:00+00:00,1151.88,1158.96,1123.52,1143.61,99636.98531,113705518.8175346,62763,46782.20811,53411396.7922391,0.042121002789412554,2
2021-01-06 13:00:00+00:00,1143.84,1148.0,1121.0,1134.99,94633.75531,107168665.0304553,57230,47671.79698,53992238.568734,0.022722667160063104,2
2021-01-06 14:00:00+00:00,1134.99,1147.61,1124.61,1133.36,91718.45654,104228171.7621218,57043,44780.50234,50908208.1921884,0.056292793110750416,2
2021-01-06 15:00:00+00:00,1133.23,1153.94,1130.92,1143.89,70224.15379,80346389.9799729,43664,34896.93297,39929292.4260557,0.03266922518773652,2
2021-01-06 16:00:00+00:00,1144.01,1193.68,1144.01,1173.08,184933.76503,217234956.4796931,127318,97045.1352,113975882.2158605,0.00416851365635762,1
2021-01-06 17:00:00+00:00,1173.09,1207.7,1171.0,1192.25,136008.83546,161966601.3043582,81944,78545.10885,93574476.0919991,0.013562591738309981,2
2021-01-06 18:00:00+00:00,1192.27,1208.57,1183.72,1191.78,85000.17164,101534688.5019965,54398,40821.60712,48779039.7768211,0.0067294299283424674,1
2021-01-06 19:00:00+00:00,1191.77,1204.95,1150.0,1160.78,108617.44241,129038897.5862938,68513,49958.3763,59471894.3454571,0.033891004324678065,2
2021-01-06 20:00:00+00:00,1160.78,1207.0,1116.61,1197.16,208518.37051,241927315.18126476,132917,104644.13917,121576665.3984758,-0.0005262454475593037,1
2021-01-06 21:00:00+00:00,1197.33,1200.8,1173.23,1181.26,115873.49118,137443178.3903897,64439,60316.61188,71560237.9619973,0.02701352792780587,2
2021-01-06 22:00:00+00:00,1181.23,1194.51,1173.12,1177.97,30488.473,36181615.1388273,33458,14879.21184,17665573.4585085,0.027547390850361175,2
2021-01-06 23:00:00+00:00,1178.01,1213.0,1175.55,1208.42,67466.36349,80628802.3945945,53524,37848.81961,45246954.1414966,-0.0009516558812334708,1
2021-01-07 00:00:00+00:00,1208.75,1221.0,1188.0,1199.8,95554.67255,115233154.0296086,69899,48264.17756,58229454.4830803,-0.0009084847474578606,1
2021-01-07 01:00:00+00:00,1199.8,1210.82,1195.59,1200.12,53546.21224,64402023.4565636,40378,25565.02627,30752601.7517554,-0.011590507615904966,0
2021-01-07 02:00:00+00:00,1200.21,1205.12,1179.91,1196.53,56117.02736,66910493.7349194,42912,27535.90993,32849772.558364,-0.0006351700333464549,1
2021-01-07 03:00:00+00:00,1196.53,1224.11,1193.67,1213.17,71549.09166,86716810.6959711,53197,38484.06006,46649008.1229215,-0.006767394511898561,1
2021-01-07 04:00:00+00:00,1213.17,1216.63,1201.32,1210.42,55797.31429,67485345.7719442,40276,28501.05878,34473037.8587203,-0.02223195254539756,0
2021-01-07 05:00:00+00:00,1210.43,1218.04,1200.71,1207.27,53541.34273,64730906.1152127,35030,26608.12228,32176725.6913348,-0.005094138013866045,1
2021-01-07 06:00:00+00:00,1207.3,1210.93,1183.02,1198.71,61270.82274,73472347.3480934,44799,28796.56675,34521181.4710482,0.02376721642432278,2
2021-01-07 07:00:00+00:00,1198.71,1204.86,1181.09,1186.21,52978.58936,63194683.2211213,42058,24608.98331,29360691.9152958,0.026808069397492806,2
2021-01-07 08:00:00+00:00,1186.39,1198.95,1159.03,1195.77,88581.26432,104598930.7265947,66277,43295.66625,51184172.0115442,0.024026359584200963,2
2021-01-07 09:00:00+00:00,1195.77,1205.0,1181.24,1204.96,48669.39591,58082885.9020251,38843,24086.74617,28757762.8822532,0.03723775063072621,2
2021-01-07 10:00:00+00:00,1204.96,1205.7,1179.79,1183.51,47906.19223,57025761.8807025,39701,22738.86135,27071361.2106689,0.06798421644092567,2
2021-01-07 11:00:00+00:00,1183.53,1205.0,1183.03,1201.12,54084.34786,64573030.008749,40059,28282.3275,33779847.3777424,0.05775442919941409,2
2021-01-07 12:00:00+00:00,1201.32,1229.5,1197.64,1227.2,93318.3766,113110658.4022097,67234,49250.94247,59739672.5312575,-0.003642438070404208,1
2021-01-07 13:00:00+00:00,1226.86,1230.45,1209.0,1218.01,84541.63376,103265173.9502571,63305,41130.97201,50256633.1354602,0.013242912619765068,2
2021-01-07 14:00:00+00:00,1218.01,1229.29,1215.0,1224.5,61759.11098,75520023.9248939,43091,30245.1168,36988485.855352,0.014879542670477752,2
2021-01-07 15:00:00+00:00,1224.53,1249.98,1216.0,1249.83,81232.00344,100334324.8227427,61208,45890.98545,56707077.4669566,0.003480473344374957,1
2021-01-07 16:00:00+00:00,1249.84,1277.41,1238.68,1263.97,150037.31158,189429718.51623887,93721,78858.53422,99573715.7983402,-0.014636423332832216,0
2021-01-07 17:00:00+00:00,1263.97,1273.91,1259.0,1270.49,64620.34683,81868620.207566,42890,32930.65371,41731456.886612,-0.03590740580405993,0
2021-01-07 18:00:00+00:00,1270.48,1289.0,1131.0,1222.73,256239.4916,314931094.5802767,166946,112066.02113,138103045.504617,-0.03252557800986311,0
2021-01-07 19:00:00+00:00,1223.25,1247.68,1170.0,1234.14,176324.91055,213508997.97753832,112983,84563.46037,102411326.99507,-0.04020613544654583,0
2021-01-07 20:00:00+00:00,1234.23,1245.0,1223.41,1242.72,65467.09339,80830321.2395162,47534,34508.8669,42622024.4357138,-0.10571971160036053,0
2021-01-07 21:00:00+00:00,1242.9,1267.33,1239.58,1254.18,71614.46576,89797360.8258602,51027,36533.76967,45794847.7751559,-0.08298649316685014,0
2021-01-07 22:00:00+00:00,1254.25,1259.0,1237.25,1245.47,30674.97767,38386892.0764667,32522,14865.12981,18599984.532088,-0.06137442090134648,0
2021-01-07 23:00:00+00:00,1245.4,1245.72,1201.45,1224.87,97496.82518,118810331.9534623,66809,47115.01641,57412137.9000322,-0.06265971082645505,0
2021-01-08 00:00:00+00:00,1224.86,1233.0,1182.45,1182.96,72653.68292,88124665.5370358,64807,32436.23789,39380258.8100706,-0.006551362683438144,1
2021-01-08 01:00:00+00:00,1183.42,1199.26,1160.0,1184.52,95990.82587,113279104.6035772,91653,46243.69572,54596802.9590336,0.020176949312801895,2
2021-01-08 02:00:00+00:00,1184.52,1186.29,1065.0,1111.34,199688.17322,222441857.6795421,143813,84272.54063,93944665.8216791,0.07976856767505902,2
2021-01-08 03:00:00+00:00,1111.57,1160.13,1105.61,1150.1,88803.50222,101365259.9665088,78640,43647.78191,49817563.4480138,0.0622032866707245,2
2021-01-08 04:00:00+00:00,1150.1,1177.65,1142.0,1169.03,78047.83239,90851598.4442795,63262,39173.58432,45617562.8229333,0.0703831381572757,2
2021-01-08 05:00:00+00:00,1168.91,1174.0,1142.23,1148.12,68772.26477,79666747.7708721,58472,33206.44229,38473560.8129392,0.09346583980768575,2
2021-01-08 06:00:00+00:00,1148.29,1182.46,1125.41,1175.21,91125.70394,105411233.2175017,72137,48663.7601,56322157.3662754,0.06355459875256342,2
2021-01-08 07:00:00+00:00,1175.22,1214.27,1166.38,1208.42,79414.38316,94621691.7306642,56815,39177.33544,46718875.3406326,0.03440856655798474,2
2021-01-08 08:00:00+00:00,1208.2,1209.27,1181.73,1199.99,56094.95252,67043689.3105699,46146,26133.8824,31241989.5526289,0.0475087292394103,2
2021-01-08 09:00:00+00:00,1199.99,1222.32,1185.99,1221.64,62345.38191,74943929.0192567,47432,35697.61907,42952571.7590047,-0.003986444451720694,1
2021-01-08 10:00:00+00:00,1221.51,1270.24,1216.23,1251.31,134971.11476,167801701.0989688,95831,76856.52507,95610237.2005476,-0.01925182408835535,0
