rank,trial_number,cv_score_from_optuna,test_f1_macro,test_balanced_accuracy,test_accuracy,test_precision_macro,test_recall_macro
1,120,0.3998953520588721,0.3751136453225654,0.3941855082437917,0.3942931258106355,0.40876277051419535,0.3941855082437917
2,111,0.3997122181401368,0.37121258485439285,0.39442966761037973,0.4071191814382476,0.39982022143644985,0.39442966761037973
3,74,0.3975049075815675,0.3798281484651563,0.3904826820179981,0.4003458711629918,0.3977601322531354,0.3904826820179981
