rank,trial_number,cv_score_from_optuna,test_f1_macro,test_balanced_accuracy,test_accuracy,test_precision_macro,test_recall_macro
1,21,0.3963765090422494,0.36414395040447584,0.3784710401340115,0.3669116587404525,0.410449564817976,0.3784710401340115
2,15,0.3941217673633283,0.3786350539053025,0.3928988998871998,0.3831964259979824,0.4180770322100897,0.3928988998871998
3,30,0.3941126346328161,0.3550207220365737,0.3747010312531674,0.36071480040351633,0.3900627518618693,0.3747010312531674
